Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Federer R.,Federer R.,29,1.005,6-4 1-6 2-6 4-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Delbonis F.,Popyrin A.,1.61,2.3,6-1 7-5 7-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Berrettini M.,Berrettini M.,1.66,2.2,4-6 3-6 6-2 2-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Fratangelo B.,Simon G.,1.44,2.75,5-7 7-5 7-5 7-5
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Kukushkin M.,Kukushkin M.,1.08,8,6-3 1-6 4-6 6-3 3-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Granollers M.,Sonego L.,1.53,2.5,6-3 6-4 6-4
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Rublev A.,Rublev A.,1.53,2.5,4-6 7-6 6-7 5-7
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Giraldo S.,Bublik A.,1.61,2.3,2-6 6-0 7-5 3-6 6-4
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Cilic M.,Cilic M.,5.5,1.14,3-6 2-6 6-7
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kamke T.,Verdasco F.,1.28,3.75,6-3 3-6 6-1 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Thompson J.,Thompson J.,2,1.8,3-6 2-6 4-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Edmund K.,Andujar P.,4.5,1.2,3-6 7-6 7-5 5-7 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Isner J.,Isner J.,4.5,1.2,3-6 4-6 4-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Albot R.,Zverev A.,1.44,2.75,6-1 6-3 3-6 4-6 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Stebe C.M.,Stebe C.M.,1.16,5,3-6 6-4 4-6 6-7
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Ruud C.,Struff J.L.,1.36,3.2,6-4 6-4 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Sandgren T.,Sandgren T.,1.4,3,6-1 7-6 4-6 6-7 5-7
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Fabbiano T.,Thiem D.,Fabbiano T.,5,1.16,6-4 3-6 6-3 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Escobedo E.,Chung H.,Chung H.,4.5,1.2,6-3 4-6 7-6 4-6 2-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Humbert U.,Copil M.,2.75,1.44,6-3 5-7 7-6 4-6 6-1
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Pospisil V.,Pospisil V.,1.12,6,6-4 5-7 5-7 6-4 3-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ivashka I.,Kokkinakis T.,1.9,1.9,6-3 7-6 6-7 6-2
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Schwartzman D.,Schwartzman D.,4,1.25,3-6 6-7 0-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Kovalik J.,Bedene A.,1.22,4.33,6-3 6-4 7-5
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Schnur B.,Paire B.,Paire B.,4,1.25,2-6 4-6 4-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Harris L.,Gerasimov E.,1.61,2.3,7-5 7-6 7-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Hoang A.,Hoang A.,1.5,2.62,6-3 2-6 7-6 1-6 3-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Auger-Aliassime F.,Shapovalov D.,1.66,2.2,6-1 6-1 6-4
US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cecchinato M.,Laaksonen H.,Laaksonen H.,1.66,2.2,6-7 6-7 6-2 6-3 6-7
US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ramos-Vinolas A.,Monfils G.,1.22,4.33,7-6 6-4 6-3
US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Nadal R.,Nadal R.,17,1.02,3-6 2-6 2-6
US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Johnson S.,Kyrgios N.,1.4,3,6-3 7-6 6-4
US Open,28/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Klahn B.,Nishikori K.,Nishikori K.,5,1.16,2-6 6-4 3-6 5-7
US Open,28/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Dzumhur D.,Federer R.,1.03,15,3-6 6-2 6-3 6-4
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Londero J.I.,Djokovic N.,Djokovic N.,26,1.01,4-6 6-7 1-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Koepfer D.,Opelka R.,Koepfer D.,3,1.4,6-4 6-4 7-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Barrere G.,Goffin D.,Goffin D.,8,1.08,2-6 2-6 2-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Garin C.,De Minaur A.,1.2,4.5,6-3 7-5 6-3
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Cuevas P.,Majchrzak K.,Majchrzak K.,1.66,2.2,7-6 4-6 6-2 4-6 1-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Pouille L.,Evans D.,2.1,1.72,6-4 6-3 6-7 6-4
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Lajovic D.,Kudla D.,Kudla D.,1.44,2.75,5-7 5-7 6-0 3-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Tiafoe F.,Zverev A.,1.5,2.62,6-3 3-6 6-2 2-6 6-3
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Lorenzi P.,Lorenzi P.,1.08,8,6-7 7-6 6-7 6-3 3-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Bedene A.,Paire B.,Bedene A.,2.75,1.44,4-6 6-7 6-2 7-5 7-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Berankis R.,Carreno Busta P.,Carreno Busta P.,4,1.25,4-6 7-6 2-6 0-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Chardy J.,Wawrinka S.,1.36,3.2,6-4 6-3 6-7 6-3
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Dellien H.,Medvedev D.,Medvedev D.,19,1.02,3-6 5-7 7-5 3-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Thompson J.,Berrettini M.,1.53,2.5,7-5 7-6 4-6 6-1
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Lopez F.,Lopez F.,1.44,2.75,7-6 0-6 4-6 4-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Brooksby J.,Basilashvili N.,1.25,4,3-6 7-6 7-5 6-2
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Struff J.L.,Isner J.,Isner J.,2.1,1.72,3-6 6-7 6-7
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Kukushkin M.,Popyrin A.,2.1,1.72,2-6 7-5 6-3 6-2
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Fabbiano T.,Bublik A.,Bublik A.,1.5,2.62,7-6 7-5 4-6 3-6 3-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Andujar P.,Sonego L.,Andujar P.,3.4,1.33,6-2 6-4 6-2
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Laaksonen H.,Shapovalov D.,Shapovalov D.,9,1.07,4-6 6-7 2-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Gerasimov E.,Schwartzman D.,1.25,4,6-4 6-2 6-0
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Hoang A.,Kyrgios N.,Kyrgios N.,6.5,1.11,4-6 2-6 4-6
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Pospisil V.,Sandgren T.,1.57,2.37,6-3 6-7 6-3 6-4
US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Copil M.,Monfils G.,Monfils G.,5,1.16,3-6 2-6 2-6
US Open,30/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Chung H.,Verdasco F.,Chung H.,1.72,2.1,1-6 2-6 7-5 6-3 7-6
US Open,30/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Stebe C.M.,Cilic M.,Cilic M.,7,1.1,6-4 3-6 5-7 3-6
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Nishikori K.,De Minaur A.,2.37,1.57,6-2 6-4 2-6 6-3
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Evans D.,Federer R.,Federer R.,5,1.16,2-6 2-6 1-6
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,Carreno Busta P.,Goffin D.,1.36,3.2,7-6 7-6 7-5
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Lorenzi P.,Wawrinka S.,Wawrinka S.,9,1.07,4-6 6-7 6-7
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Majchrzak K.,Dimitrov G.,1.28,3.75,7-5 7-6 6-2
US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Basilashvili N.,Koepfer D.,Koepfer D.,1.57,2.37,3-6 6-7 6-4 1-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Lopez F.,Medvedev D.,1.3,3.5,7-6 4-6 7-6 6-4
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Kudla D.,Djokovic N.,Djokovic N.,8,1.08,3-6 4-6 2-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Andujar P.,Bublik A.,Andujar P.,1.53,2.5,6-4 6-3 6-2
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Chung H.,Nadal R.,Nadal R.,17,1.02,3-6 4-6 2-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Bedene A.,Zverev A.,1.28,3.75,6-7 7-6 6-3 7-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,Cilic M.,Cilic M.,1.8,2,5-7 6-3 6-7 4-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Popyrin A.,Berrettini M.,1.36,3.2,6-4 6-4 6-7 7-6
US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Sandgren T.,Schwartzman D.,Schwartzman D.,3.75,1.28,4-6 1-6 3-6
US Open,1/09/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Shapovalov D.,Monfils G.,1.72,2.1,6-7 7-6 6-4 6-7 6-3
US Open,1/09/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Rublev A.,Rublev A.,1.53,2.5,6-7 6-7 3-6
US Open,1/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Goffin D.,Federer R.,1.16,5,6-2 6-2 6-0
US Open,1/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Dimitrov G.,Dimitrov G.,1.44,2.75,5-7 3-6 4-6
US Open,1/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Koepfer D.,Medvedev D.,1.12,6,3-6 6-3 6-2 7-6
US Open,2/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Schwartzman D.,Schwartzman D.,1.8,2,6-3 2-6 4-6 3-6
US Open,2/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Berrettini M.,Rublev A.,Berrettini M.,2.75,1.44,6-1 6-4 7-6
US Open,2/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Andujar P.,Monfils G.,Monfils G.,5,1.16,1-6 2-6 2-6
US Open,3/09/2019,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Cilic M.,Nadal R.,1.07,9,6-3 3-6 6-1 6-2
US Open,3/09/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Medvedev D.,Medvedev D.,1.72,2.1,6-7 3-6 6-3 1-6
US Open,4/09/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Dimitrov G.,Federer R.,Dimitrov G.,9,1.07,3-6 6-4 3-6 6-4 6-2
US Open,4/09/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Monfils G.,Berrettini M.,Berrettini M.,1.5,2.62,6-3 3-6 2-6 6-3 6-7
US Open,5/09/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Schwartzman D.,Nadal R.,1.05,11,6-4 7-5 6-2
US Open,6/09/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Dimitrov G.,Medvedev D.,Medvedev D.,2.75,1.44,6-7 4-6 3-6
US Open,7/09/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Berrettini M.,Nadal R.,1.06,10,7-6 6-4 6-1
Open de Moselle,16/09/2019,ATP250,Indoor,Hard,1st Round,3,Stebe C.M.,Hoang A.,Hoang A.,2.25,1.57,2-6 3-6
Open de Moselle,16/09/2019,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Darcis S.,Verdasco F.,1.25,3.75,6-2 6-2
Open de Moselle,16/09/2019,ATP250,Indoor,Hard,1st Round,3,Gojowczyk P.,Krajinovic F.,Krajinovic F.,2.1,1.66,5-7 4-6
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Hurkacz H.,Barrere G.,2.75,1.4,6-2 6-2
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Herbert P.H.,Herbert P.H.,1.4,2.75,6-7 4-6
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Granollers M.,Gasquet R.,1.4,2.75,4-6 7-6 6-4
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Otte O.,Sonego L.,Sonego L.,3.4,1.3,2-6 6-7
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Tsonga J.W.,Andujar P.,Tsonga J.W.,1.22,4,3-6 6-1 6-2
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Lenz J.,Carreno Busta P.,Carreno Busta P.,4,1.22,1-6 1-6
Open de Moselle,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Bedene A.,Roumane R.,Bedene A.,1.36,3,6-4 6-4
Open de Moselle,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Copil M.,Simon G.,Simon G.,2.62,1.44,3-6 4-6
Open de Moselle,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Maden Y.,Humbert U.,Maden Y.,3.4,1.3,6-4 6-7 6-4
Open de Moselle,18/09/2019,ATP250,Indoor,Hard,2nd Round,3,Hoang A.,Barrere G.,Barrere G.,2.25,1.57,6-3 6-7 2-6
Open de Moselle,18/09/2019,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Gasquet R.,Paire B.,2.37,1.53,3-6 6-3 6-4
Open de Moselle,18/09/2019,ATP250,Indoor,Hard,2nd Round,3,Verdasco F.,Krajinovic F.,Krajinovic F.,1.83,1.83,6-3 4-6 3-6
Open de Moselle,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Bedene A.,Simon G.,Bedene A.,2.37,1.53,7-6 6-2
Open de Moselle,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Carreno Busta P.,Carreno Busta P.,1.44,2.62,3-6 2-6
Open de Moselle,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Sonego L.,Pouille L.,1.72,2,6-1 6-4
Open de Moselle,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Herbert P.H.,Tsonga J.W.,Tsonga J.W.,3,1.36,3-6 4-6
Open de Moselle,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Maden Y.,Basilashvili N.,1.57,2.25,6-2 7-6
Open de Moselle,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Carreno Busta P.,Bedene A.,Bedene A.,1.5,2.62,4-6 5-7
Open de Moselle,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Paire B.,Barrere G.,Paire B.,1.53,2.5,7-6 6-4
Open de Moselle,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Krajinovic F.,Pouille L.,Pouille L.,2.2,1.66,6-4 5-7 2-6
Open de Moselle,21/09/2019,ATP250,Indoor,Hard,Semifinals,3,Bedene A.,Paire B.,Bedene A.,1.9,1.9,4-6 6-1 6-2
Open de Moselle,21/09/2019,ATP250,Indoor,Hard,Semifinals,3,Pouille L.,Tsonga J.W.,Tsonga J.W.,2.1,1.72,6-7 6-7
Open de Moselle,22/09/2019,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Bedene A.,Tsonga J.W.,1.4,3,6-7 3-4
St. Petersburg Open,16/09/2019,ATP250,Indoor,Hard,1st Round,3,Travaglia S.,Mannarino A.,Mannarino A.,2.62,1.44,5-7 2-6
St. Petersburg Open,16/09/2019,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Sinner J.,Kukushkin M.,1.61,2.2,6-3 7-6
St. Petersburg Open,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Klizan M.,Carballes Baena R.,Carballes Baena R.,1.72,2,2-6 5-7
St. Petersburg Open,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,Rosol L.,Gerasimov E.,1.53,2.37,7-5 6-2
St. Petersburg Open,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Viola M.,Donskoy E.,Donskoy E.,3.4,1.3,2-6 1-6
St. Petersburg Open,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Berankis R.,Sela D.,Berankis R.,1.3,3.4,6-3 6-0
St. Petersburg Open,17/09/2019,ATP250,Indoor,Hard,1st Round,3,Ivashka I.,Rublev A.,Rublev A.,3.25,1.33,6-4 0-6 4-6
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Kovalik J.,Sousa J.,1.33,3.25,6-2 6-3
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Vatutin A.,Fucsovics M.,Fucsovics M.,2.75,1.4,5-7 1-6
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Caruso S.,Fabbiano T.,Caruso S.,2.2,1.61,2-6 6-3 6-3
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,1st Round,3,Bublik A.,Ruud C.,Ruud C.,1.66,2.1,7-6 4-6 2-6
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Dzumhur D.,Kukushkin M.,1.57,2.25,7-6 6-2
St. Petersburg Open,18/09/2019,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Gerasimov E.,Gerasimov E.,1.66,2.1,3-6 1-6
St. Petersburg Open,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Ruud C.,Caruso S.,Ruud C.,1.4,2.75,6-3 6-4
St. Petersburg Open,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Carballes Baena R.,Berrettini M.,Berrettini M.,4,1.22,1-6 2-6
St. Petersburg Open,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Sousa J.,Khachanov K.,Sousa J.,3,1.36,7-6 6-4
St. Petersburg Open,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Donskoy E.,Medvedev D.,Medvedev D.,6.5,1.11,5-7 3-6
St. Petersburg Open,19/09/2019,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Berankis R.,Rublev A.,1.4,2.75,6-4 6-7 6-1
St. Petersburg Open,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Ruud C.,Coric B.,Coric B.,2.3,1.61,6-3 5-7 3-6
St. Petersburg Open,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Sousa J.,Kukushkin M.,Sousa J.,1.8,2,7-6 6-2
St. Petersburg Open,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Berrettini M.,Gerasimov E.,Gerasimov E.,1.28,3.75,6-7 6-7
St. Petersburg Open,20/09/2019,ATP250,Indoor,Hard,Quarterfinals,3,Medvedev D.,Rublev A.,Medvedev D.,1.25,4,6-4 7-5
St. Petersburg Open,21/09/2019,ATP250,Indoor,Hard,Semifinals,3,Sousa J.,Coric B.,Coric B.,2,1.8,6-3 6-7 1-6
St. Petersburg Open,21/09/2019,ATP250,Indoor,Hard,Semifinals,3,Medvedev D.,Gerasimov E.,Medvedev D.,1.14,5.5,7-5 7-5
St. Petersburg Open,22/09/2019,ATP250,Indoor,Hard,The Final,3,Coric B.,Medvedev D.,Medvedev D.,4.33,1.22,3-6 1-6
Chengdu Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Garin C.,Edmund K.,Garin C.,2.75,1.4,6-3 6-2
Chengdu Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Jung J.,Klahn B.,Klahn B.,2.25,1.57,6-4 3-6 6-7
Chengdu Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Bai Y.,Evans D.,1.14,5.5,6-3 4-6 7-6
Chengdu Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Albot R.,Carreno Busta P.,Carreno Busta P.,2.37,1.53,3-6 4-6
Chengdu Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Londero J.I.,Lajovic D.,1.66,2.1,6-2 4-6 6-4
Chengdu Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Verdasco F.,Verdasco F.,2,1.72,2-6 5-7
Chengdu Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Fucsovics M.,Harris L.,,,4-6 6-4 6-2
Chengdu Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Li Z.,Gerasimov E.,Gerasimov E.,3.5,1.28,6-4 2-6 3-6
Chengdu Open,25/09/2019,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Chung H.,Sousa J.,2.5,1.5,1-6 6-3 6-4
Chengdu Open,25/09/2019,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Thompson J.,Thompson J.,2.2,1.61,3-6 6-3 5-7
Chengdu Open,25/09/2019,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Fritz T.,Bublik A.,3,1.36,4-6 7-5 7-5
Chengdu Open,25/09/2019,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Shapovalov D.,Shapovalov D.,3,1.36,4-6 3-6
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Evans D.,Dimitrov G.,1.44,2.62,7-5 7-5
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Carreno Busta P.,Carreno Busta P.,2.62,1.44,3-6 6-3 3-6
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Garin C.,Verdasco F.,Garin C.,2.37,1.53,6-3 3-6 6-3
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Klahn B.,Shapovalov D.,Shapovalov D.,3.75,1.25,6-3 3-6 6-7
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,Auger-Aliassime F.,Sousa J.,2,1.72,6-4 6-7 6-4
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Bublik A.,Bublik A.,1.53,2.37,4-6 5-7
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Harris L.,Lajovic D.,Harris L.,2.25,1.57,6-3 6-3
Chengdu Open,26/09/2019,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Gerasimov E.,Gerasimov E.,1.5,2.5,7-6 6-7 6-7
Chengdu Open,27/09/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Bublik A.,Dimitrov G.,Bublik A.,3.5,1.3,5-7 7-6 7-6
Chengdu Open,27/09/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Sousa J.,Harris L.,Harris L.,1.5,2.62,7-6 3-6 4-6
Chengdu Open,27/09/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,Gerasimov E.,Shapovalov D.,1.44,2.75,6-4 3-6 6-3
Chengdu Open,27/09/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Garin C.,Carreno Busta P.,Carreno Busta P.,2.75,1.44,5-7 2-6
Chengdu Open,28/09/2019,ATP250,Outdoor,Hard,Semifinals,3,Bublik A.,Harris L.,Bublik A.,1.8,2,7-6 6-4
Chengdu Open,28/09/2019,ATP250,Outdoor,Hard,Semifinals,3,Shapovalov D.,Carreno Busta P.,Carreno Busta P.,1.8,2,3-6 4-6
Chengdu Open,29/09/2019,ATP250,Outdoor,Hard,The Final,3,Carreno Busta P.,Bublik A.,Carreno Busta P.,1.4,3,6-7 6-4 7-6
Zhuhai Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Norrie C.,Norrie C.,2.37,1.53,1-6 4-6
Zhuhai Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Nishioka Y.,Ramos-Vinolas A.,2.75,1.4,6-2 6-1
Zhuhai Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Ito T.,Wu D.,Wu D.,1.53,2.37,6-3 3-6 5-7
Zhuhai Open,23/09/2019,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Zhang Ze.,Mannarino A.,1.28,3.5,7-6 7-5
Zhuhai Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Andujar P.,Andujar P.,1.53,2.37,6-2 2-6 1-6
Zhuhai Open,24/09/2019,ATP250,Outdoor,Hard,1st Round,3,Zhang Zh.,Koepfer D.,Zhang Zh.,3.5,1.28,7-5 6-2
