Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Polansky P.,Monfils G.,Monfils G.,5.5,1.14,7-6 3-6 3-6
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Klahn B.,Cilic M.,1.25,3.75,6-3 7-6
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,Evans D.,Evans D.,1.53,2.37,4-6 6-7
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Thompson J.,Isner J.,1.44,2.62,3-6 6-3 7-6
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Albot R.,Albot R.,1.66,2.1,4-6 2-6
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Cecchinato M.,Schwartzman D.,1.18,4.5,3-6 7-6 6-4
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Pospisil V.,Auger-Aliassime F.,Auger-Aliassime F.,5,1.16,2-6 7-6 6-7
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Millman J.,Lopez F.,Millman J.,1.61,2.2,6-7 7-6 6-3
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,Pella G.,Pella G.,1.4,2.75,4-6 6-7
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Gojowczyk P.,Coric B.,1.36,3,2-6 6-1 7-6
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Hurkacz H.,Hurkacz H.,1.72,2,3-6 5-7
Rogers Masters,6/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Kyrgios N.,Edmund K.,2,1.72,6-3 6-4
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Basilashvili N.,Basilashvili N.,1.44,2.62,6-2 2-6 3-6
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Norrie C.,Zverev A.,1.28,3.5,7-6 6-4
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Albot R.,Pella G.,Pella G.,2,1.72,3-6 6-2 6-7
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Millman J.,Cilic M.,1.28,3.5,6-3 6-4
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,Gasquet R.,Gasquet R.,1.4,2.75,7-6 2-6 6-7
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Evans D.,Nadal R.,1.08,8,7-6 6-4
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Bautista Agut R.,Bautista Agut R.,3.25,1.33,2-6 5-7
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Thiem D.,Shapovalov D.,Thiem D.,1.61,2.2,6-4 3-6 6-3
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Garin C.,Garin C.,1.33,3.25,3-6 4-6
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Edmund K.,Medvedev D.,1.53,2.37,6-3 6-0
Rogers Masters,7/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Hurkacz H.,Hurkacz H.,1.4,2.75,4-6 6-3 3-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Ivashka I.,Monfils G.,1.33,3.25,6-3 7-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Khachanov K.,Khachanov K.,1.57,2.25,4-6 7-6 2-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Coric B.,Mannarino A.,2.75,1.4,6-2 6-1
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Fognini F.,Fognini F.,2.2,1.61,6-7 3-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Thiem D.,Cilic M.,Thiem D.,1.9,1.9,7-6 6-4
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Garin C.,Medvedev D.,Medvedev D.,5,1.16,3-6 3-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Basilashvili N.,Zverev A.,1.44,2.75,7-5 5-7 7-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Khachanov K.,Khachanov K.,2.1,1.72,7-6 5-7 3-6
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Fognini F.,Mannarino A.,Fognini F.,1.8,2,6-2 7-5
Rogers Masters,8/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Pella G.,Nadal R.,Nadal R.,8,1.08,3-6 4-6
Rogers Masters,9/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Gasquet R.,Bautista Agut R.,1.28,3.75,7-5 7-5
Rogers Masters,9/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Monfils G.,Monfils G.,1.66,2.2,4-6 0-6
Rogers Masters,9/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Thiem D.,Medvedev D.,1.61,2.3,6-3 6-1
Rogers Masters,9/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Khachanov K.,Khachanov K.,1.8,2,3-6 3-6
Rogers Masters,9/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Fognini F.,Nadal R.,1.12,6,2-6 6-1 6-2
Rogers Masters,10/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Monfils G.,Monfils G.,1.53,2.5,4-6 6-3 6-7
Rogers Masters,10/08/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,Khachanov K.,Medvedev D.,1.5,2.62,6-1 7-6
Rogers Masters,11/08/2019,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,Nadal R.,Nadal R.,3,1.4,3-6 0-6
Western & Southern Financial Group Masters,11/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,Cecchinato M.,De Minaur A.,1.16,5,6-7 6-1 6-2
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Isner J.,Isner J.,3.5,1.28,6-7 6-1 5-7
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Albot R.,Cilic M.,Albot R.,3.4,1.3,6-4 7-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Garin C.,Mannarino A.,Mannarino A.,2,1.72,4-6 1-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Pouille L.,Kudla D.,Pouille L.,1.53,2.37,6-3 7-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Nishioka Y.,Nishioka Y.,2,1.72,5-7 7-5 4-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Auger-Aliassime F.,Kecmanovic M.,2.37,1.53,6-3 6-3
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Herbert P.H.,Querrey S.,Querrey S.,2.37,1.53,6-7 6-7
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,Ruud C.,Pella G.,1.53,2.37,7-5 7-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,Londero J.I.,Londero J.I.,1.36,3,6-7 3-6
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Murray A.,Gasquet R.,1.5,2.5,6-4 6-4
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Karlovic I.,Struff J.L.,Struff J.L.,3.25,1.33,5-7 6-7
Western & Southern Financial Group Masters,12/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Carreno Busta P.,Simon G.,Carreno Busta P.,1.53,2.37,7-5 7-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Kyrgios N.,Kyrgios N.,3.5,1.28,5-7 4-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Dimitrov G.,Wawrinka S.,1.36,3,5-7 6-4 7-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Goffin D.,Goffin D.,2.1,1.66,4-6 6-4 4-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Rublev A.,Basilashvili N.,Rublev A.,1.83,1.83,6-7 6-4 6-2
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Tiafoe F.,Tiafoe F.,1.83,1.83,6-7 3-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Djere L.,Schwartzman D.,1.28,3.5,7-6 6-3
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Shapovalov D.,Shapovalov D.,2.62,1.44,6-2 3-6 2-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Medvedev D.,Edmund K.,Medvedev D.,1.53,2.37,6-2 7-5
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,Bautista Agut R.,Bautista Agut R.,2.75,1.4,6-7 3-6
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Coric B.,Opelka R.,1.72,2,4-6 6-3 7-5
Western & Southern Financial Group Masters,13/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Djokovic N.,Djokovic N.,7,1.1,5-7 1-6
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Londero J.I.,Federer R.,1.04,13,6-3 6-4
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Carreno Busta P.,Carreno Busta P.,1.44,2.62,4-6 7-6 6-7
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Opelka R.,De Minaur A.,1.66,2.1,7-6 6-4
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Delbonis F.,Gasquet R.,Gasquet R.,3.4,1.3,5-7 6-7
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Nishioka Y.,Nishikori K.,Nishioka Y.,3.4,1.3,7-6 6-4
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Medvedev D.,Medvedev D.,3.4,1.3,6-7 1-6
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Tsitsipas S.,Struff J.L.,2.37,1.53,6-4 6-7 7-6
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Albot R.,Schwartzman D.,Schwartzman D.,2.25,1.57,4-6 2-6
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Wawrinka S.,Rublev A.,2.25,1.57,6-4 6-4
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Pella G.,Goffin D.,Goffin D.,2.5,1.5,1-6 5-7
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Zverev A.,Kecmanovic M.,2.37,1.53,6-7 6-2 6-4
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Kukushkin M.,Mannarino A.,Mannarino A.,2.37,1.53,1-6 3-6
Western & Southern Financial Group Masters,14/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Pouille L.,Shapovalov D.,Pouille L.,2.37,1.53,6-4 6-4
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Bautista Agut R.,Bautista Agut R.,3.4,1.3,3-6 6-3 1-6
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Kyrgios N.,Khachanov K.,2.2,1.61,6-7 7-6 6-2
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Nishioka Y.,Nishioka Y.,1.5,2.62,5-7 4-6
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Gasquet R.,Schwartzman D.,Gasquet R.,2.5,1.53,7-6 6-3
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Goffin D.,Goffin D.,2.75,1.44,6-7 2-6
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Struff J.L.,Medvedev D.,1.4,3,6-2 6-1
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,Bautista Agut R.,Bautista Agut R.,3.2,1.36,1-6 2-6
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Federer R.,Rublev A.,8,1.08,6-3 6-4
Western & Southern Financial Group Masters,15/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Pouille L.,Pouille L.,1.44,2.75,7-6 4-6 2-6
Western & Southern Financial Group Masters,16/08/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Carreno Busta P.,Djokovic N.,1.06,10,6-3 6-4
Western & Southern Financial Group Masters,16/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Gasquet R.,Gasquet R.,1.25,4,6-7 6-3 2-6
Western & Southern Financial Group Masters,17/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Rublev A.,Medvedev D.,1.3,3.5,6-2 6-3
Western & Southern Financial Group Masters,17/08/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Pouille L.,Djokovic N.,Djokovic N.,13,1.04,6-7 1-6
Western & Southern Financial Group Masters,17/08/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Goffin D.,Gasquet R.,Goffin D.,1.44,2.75,6-3 6-4
Western & Southern Financial Group Masters,17/08/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Medvedev D.,Medvedev D.,1.33,3.4,6-3 3-6 3-6
Western & Southern Financial Group Masters,18/08/2019,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,Goffin D.,Medvedev D.,1.4,3,7-6 6-4
Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Kudla D.,Haase R.,Haase R.,1.66,2.1,4-6 6-7
Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Gunneswaran P.,Stebe C.M.,Gunneswaran P.,1.66,2.1,6-3 6-4
Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Harris L.,Harris L.,2.1,1.66,6-7 6-4 1-6
Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Seppi A.,Berdych T.,1.66,2.1,6-1 3-6 6-3
Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Klizan M.,Copil M.,Copil M.,1.72,2,4-6 6-3 3-6
Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,Jarry N.,Andujar P.,3.25,1.33,6-4 6-2
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Laaksonen H.,Lee D.H.,Lee D.H.,1.83,1.83,6-7 1-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Monteiro J.,Popyrin A.,1.4,2.75,5-7 6-4 7-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Sandgren T.,Sandgren T.,1.66,2.1,6-7 5-7
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Giron M.,Carballes Baena R.,2.25,1.57,6-2 2-6 6-3
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Sarmiento R.,Chardy J.,Chardy J.,3.75,1.25,1-6 6-7
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Moutet C.,Johnson S.,1.36,3,6-3 6-3
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Fabbiano T.,Rublev A.,Rublev A.,3.4,1.3,4-6 2-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Hoang A.,Dzumhur D.,1.61,2.2,6-7 6-0 6-2
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Cecchinato M.,Millman J.,Millman J.,3,1.36,7-6 4-6 3-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Sousa J.,Haase R.,2.25,1.57,4-6 6-3 6-4
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Gunneswaran P.,Paire B.,Paire B.,2.5,1.5,3-6 5-7
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Copil M.,Carreno Busta P.,1.36,3,6-3 6-7 6-4
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Lee D.H.,Hurkacz H.,Hurkacz H.,4.5,1.18,6-4 0-6 3-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Krajinovic F.,Berdych T.,Krajinovic F.,1.66,2.1,3-6 7-5 6-1
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Andujar P.,Lopez F.,Lopez F.,2.25,1.57,4-6 6-1 5-7
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,Fratangelo B.,Humbert U.,1.72,2,3-6 6-3 6-2
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Johnson S.,Johnson S.,1.79,2.13,3-6 1-6
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Popyrin A.,Kecmanovic M.,1.5,2.5,7-6 6-3
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Querrey S.,Querrey S.,3.5,1.28,3-6 5-7
Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,Dzumhur D.,Sonego L.,1.44,2.62,6-1 6-4
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Sandgren T.,Shapovalov D.,Shapovalov D.,3,1.36,2-6 4-6
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Ramos-Vinolas A.,Rublev A.,1.33,3.25,6-7 6-3 6-1
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Haase R.,Millman J.,Millman J.,2.5,1.53,3-6 4-6
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Paire B.,Humbert U.,Paire B.,1.8,2,3-6 7-6 6-3
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Ruud C.,Johnson S.,Johnson S.,2.75,1.44,2-6 6-7
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Carreno Busta P.,Sonego L.,Carreno Busta P.,1.66,2.2,7-6 6-0
Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Kecmanovic M.,Shapovalov D.,Shapovalov D.,2.2,1.66,2-6 3-6
Winston-Salem Open at Wake Forest University,22/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Rublev A.,Querrey S.,Rublev A.,2,1.8,7-6 7-6
Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Carreno Busta P.,Paire B.,Paire B.,1.66,2.2,6-7 6-1 3-6
Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Johnson S.,Millman J.,Johnson S.,1.57,2.37,4-6 7-6 6-4
Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Shapovalov D.,Shapovalov D.,2,1.8,3-6 6-7
Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Tiafoe F.,Hurkacz H.,1.9,1.9,4-6 7-6 6-1
Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,Semifinals,3,Johnson S.,Paire B.,Paire B.,1.53,2.5,6-1 0-6 0-6
Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,Semifinals,3,Hurkacz H.,Shapovalov D.,Hurkacz H.,2.5,1.53,6-3 6-4
Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,The Final,3,Paire B.,Hurkacz H.,Hurkacz H.,2.62,1.5,3-6 6-3 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Darcis S.,Lajovic D.,1.2,4.5,7-5 6-3 6-3
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Garin C.,Garin C.,3,1.4,6-3 6-7 4-6 7-6 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Tipsarevic J.,Kudla D.,1.57,2.37,3-6 6-1 7-6 6-1
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Klahn B.,Klahn B.,2.37,1.57,3-6 2-6 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,Berdych T.,Brooksby J.,3.75,1.28,6-1 2-6 6-4 6-4
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Basilashvili N.,Basilashvili N.,2.2,1.66,6-3 4-6 2-6 6-3 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Herbert P.H.,De Minaur A.,1.28,3.75,6-4 6-2 6-7 7-5
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Evans D.,Evans D.,2,1.8,4-6 3-6 6-2 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Gunneswaran P.,Medvedev D.,1.02,19,6-4 6-1 6-2
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Opelka R.,Opelka R.,2.1,1.72,3-6 4-6 7-6 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Svajda Z.,Lorenzi P.,1.06,10,3-6 6-7 6-4 7-6 6-2
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Carballes Baena R.,Djokovic N.,Djokovic N.,34,1.005,4-6 1-6 4-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Djere L.,Kecmanovic M.,1.2,4.5,6-2 6-1 7-5
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Dimitrov G.,Dimitrov G.,3.4,1.33,1-6 7-6 4-6 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,Querrey S.,Londero J.I.,3.4,1.33,3-6 6-1 7-6 7-5
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Goffin D.,Goffin D.,8,1.08,3-6 6-3 4-6 0-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Norrie C.,Barrere G.,3.5,1.3,7-6 6-4 4-6 6-7 7-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Koepfer D.,Koepfer D.,2.75,1.44,4-6 6-7 7-5 5-7
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Kohlschreiber P.,Pouille L.,1.44,2.75,6-3 4-6 6-4 6-4
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Benchetrit E.,Dzumhur D.,Dzumhur D.,3,1.4,6-4 2-6 3-6 0-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,Donskoy E.,Coric B.,1.22,4.33,7-6 6-3 6-0
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Chardy J.,Chardy J.,1.33,3.4,6-3 3-6 7-6 1-6 4-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sock J.,Cuevas P.,1.66,2.2,6-4 7-5 7-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Carreno Busta P.,Carreno Busta P.,1.9,1.9,3-6 6-4 6-7 3-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Fritz T.,Lopez F.,3.75,1.28,3-6 6-4 6-3 6-4
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Nishioka Y.,Nishioka Y.,3.5,1.3,6-3 4-6 4-6 4-6
US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Jarry N.,Majchrzak K.,2.1,1.72,6-7 7-6 7-6 1-6 6-4
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Wawrinka S.,Wawrinka S.,5,1.16,3-6 6-7 6-4 3-6
US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Vesely J.,Berankis R.,1.61,2.3,4-6 7-6 3-6 7-6 6-4
