Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score,Player_1_Elo,Player_2_Elo
Halle Open,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Zverev A.,Johnson S.,Zverev A.,1.5,2.5,6-3 7-5,965,495
Halle Open,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Tsonga J.W.,Federer R.,Federer R.,5.0,1.16,6-7 6-4 5-7,1610,4375
Halle Open,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Berrettini M.,Khachanov K.,Berrettini M.,1.66,2.2,6-2 7-6,560,590
Halle Open,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Zverev A.,Goffin D.,Goffin D.,1.57,2.37,6-3 1-6 6-7,960,825
Halle Open,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Federer R.,Bautista Agut R.,Federer R.,1.16,5.0,6-3 4-6 6-4,4380,800
Halle Open,22/06/2019,ATP500,Outdoor,Grass,Semifinals,3,Berrettini M.,Goffin D.,Goffin D.,1.61,2.3,6-7 3-6,555,830
Halle Open,22/06/2019,ATP500,Outdoor,Grass,Semifinals,3,Federer R.,Herbert P.H.,Federer R.,1.08,8.0,6-3 6-3,4385,430
Halle Open,23/06/2019,ATP500,Outdoor,Grass,The Final,3,Goffin D.,Federer R.,Federer R.,5.5,1.14,6-7 1-6,825,4390
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Medvedev D.,Verdasco F.,Medvedev D.,1.36,3.0,6-2 6-4,650,1095
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Bublik A.,Schwartzman D.,Schwartzman D.,1.57,2.25,2-6 3-6,480,545
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Cilic M.,Garin C.,Cilic M.,1.28,3.5,6-1 7-6,1475,535
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Tiafoe F.,Mahut N.,Mahut N.,1.61,2.2,3-6 6-7,420,340
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Anderson K.,Norrie C.,Anderson K.,1.33,3.25,4-6 7-6 6-4,965,465
Queen's Club Championships,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Ward J.,Simon G.,Simon G.,2.62,1.44,6-3 3-6 6-7,330,1130
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Chardy J.,Kukushkin M.,Chardy J.,1.53,2.37,6-1 6-3,415,280
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Shapovalov D.,Del Potro J.M.,Del Potro J.M.,2.75,1.4,5-7 4-6,505,1735
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Lopez F.,Fucsovics M.,Lopez F.,1.57,2.25,6-7 6-3 6-4,670,480
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,De Minaur A.,Bedene A.,Bedene A.,1.5,2.5,6-3 4-6 4-6,520,390
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Wawrinka S.,Evans D.,Wawrinka S.,1.66,2.1,6-3 6-4,1480,470
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Clarke J.,Pouille L.,Pouille L.,5.5,1.14,6-7 1-6,485,580
Queen's Club Championships,19/06/2019,ATP500,Outdoor,Grass,1st Round,3,Raonic M.,Cecchinato M.,Raonic M.,1.14,5.5,6-3 6-2,1360,385
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,1st Round,3,Edmund K.,Tsitsipas S.,Tsitsipas S.,3.0,1.36,3-6 5-7,520,630
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,1st Round,3,Kyrgios N.,Carballes Baena R.,Kyrgios N.,1.18,4.5,7-6 6-3,805,470
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,1st Round,3,Dimitrov G.,Auger-Aliassime F.,Auger-Aliassime F.,1.53,2.37,4-6 4-6,945,540
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Schwartzman D.,Cilic M.,Schwartzman D.,4.5,1.18,6-4 6-4,550,1470
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Anderson K.,Simon G.,Simon G.,1.33,3.25,1-6 6-4 4-6,960,1135
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Mahut N.,Wawrinka S.,Mahut N.,2.75,1.4,3-6 7-5 7-6,345,1475
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Pouille L.,Medvedev D.,Medvedev D.,2.62,1.44,6-7 7-6 4-6,575,655
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Raonic M.,Bedene A.,Raonic M.,1.16,5.0,6-3 7-6,1365,385
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Chardy J.,Tsitsipas S.,Tsitsipas S.,3.5,1.28,6-4 6-7 6-7,410,635
Queen's Club Championships,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Auger-Aliassime F.,Kyrgios N.,Auger-Aliassime F.,1.83,1.83,6-7 7-6 7-5,545,800
Queen's Club Championships,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Schwartzman D.,Medvedev D.,Medvedev D.,3.75,1.28,2-6 2-6,545,660
Queen's Club Championships,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Simon G.,Mahut N.,Simon G.,1.66,2.2,7-6 5-7 7-6,1140,340
Queen's Club Championships,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Tsitsipas S.,Auger-Aliassime F.,Auger-Aliassime F.,1.57,2.37,5-7 2-6,630,550
Queen's Club Championships,21/06/2019,ATP500,Outdoor,Grass,Quarterfinals,3,Lopez F.,Raonic M.,Lopez F.,3.2,1.36,4-6 6-4 7-6,675,1360
Queen's Club Championships,22/06/2019,ATP500,Outdoor,Grass,Semifinals,3,Medvedev D.,Simon G.,Simon G.,1.2,4.5,7-6 4-6 3-6,655,1145
Queen's Club Championships,22/06/2019,ATP500,Outdoor,Grass,Semifinals,3,Lopez F.,Auger-Aliassime F.,Lopez F.,2.75,1.44,6-7 6-3 6-4,680,545
Queen's Club Championships,23/06/2019,ATP500,Outdoor,Grass,The Final,3,Simon G.,Lopez F.,Lopez F.,2.5,1.53,2-6 7-6 6-7,1140,685
Antalya Open,23/06/2019,ATP250,Outdoor,Grass,1st Round,3,Kecmanovic M.,Munar J.,Kecmanovic M.,1.61,2.2,6-4 6-3,485,480
Antalya Open,23/06/2019,ATP250,Outdoor,Grass,1st Round,3,Sousa J.,Sonego L.,Sonego L.,1.44,2.62,3-6 6-7,315,480
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Dzumhur D.,Ebden M.,Dzumhur D.,2.5,1.5,6-4 7-5,485,240
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Tipsarevic J.,Gunneswaran P.,Gunneswaran P.,1.53,2.37,0-6 6-7,610,475
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Klahn B.,Darcis S.,Klahn B.,2.75,1.4,6-3 6-2,390,410
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Aragone JC,Carballes Baena R.,Carballes Baena R.,2.37,1.53,4-6 6-7,495,475
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Humbert U.,Delbonis F.,Humbert U.,1.4,2.75,6-3 7-5,465,400
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Gulbis E.,Celikbilek A.,Celikbilek A.,1.16,5.0,3-6 6-4 4-6,460,505
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Troicki V.,Kovalik J.,Troicki V.,1.28,3.5,7-6 6-4,575,455
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Seppi A.,Tomic B.,Tomic B.,1.53,2.37,6-4 4-6 4-6,325,535
Antalya Open,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Gojowczyk P.,Kirkin E.,Gojowczyk P.,1.14,5.5,6-3 6-7 6-2,460,495
Antalya Open,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Ilkel C.,Krawietz K.,Krawietz K.,2.0,1.72,4-6 4-6,445,495
Antalya Open,25/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Thompson J.,Klahn B.,Thompson J.,1.33,3.25,7-6 6-3,425,385
Antalya Open,25/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Celikbilek A.,Dzumhur D.,Dzumhur D.,6.0,1.12,3-6 6-4 3-6,500,490
Antalya Open,25/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Sonego L.,Gunneswaran P.,Sonego L.,1.5,2.5,6-7 6-0 7-5,485,470
Antalya Open,25/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Carballes Baena R.,Mannarino A.,Mannarino A.,3.5,1.28,6-3 1-6 5-7,470,330
Antalya Open,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Troicki V.,Paire B.,Troicki V.,2.2,1.61,7-6 7-6,580,435
Antalya Open,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Humbert U.,Kecmanovic M.,Kecmanovic M.,2.0,1.72,4-6 5-7,460,490
Antalya Open,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Tomic B.,Gojowczyk P.,Tomic B.,1.61,2.2,7-6 6-3,540,455
Antalya Open,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Krawietz K.,Carreno Busta P.,Carreno Busta P.,2.5,1.5,6-7 4-6,490,665
Antalya Open,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Kecmanovic M.,Troicki V.,Kecmanovic M.,1.66,2.2,6-3 6-4,495,575
Antalya Open,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Mannarino A.,Sonego L.,Sonego L.,1.44,2.75,6-3 6-7 3-6,325,490
Antalya Open,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Carreno Busta P.,Tomic B.,Carreno Busta P.,2.5,1.53,6-7 6-4 6-4,670,535
Antalya Open,28/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Thompson J.,Kecmanovic M.,Kecmanovic M.,1.57,2.37,7-6 6-7 6-7,420,500
Antalya Open,29/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Sonego L.,Carreno Busta P.,Sonego L.,1.66,2.2,6-3 7-6,495,665
Antalya Open,29/06/2019,ATP250,Outdoor,Grass,The Final,3,Kecmanovic M.,Sonego L.,Sonego L.,2.0,1.8,7-6 6-7 1-6,495,500
Eastbourne International,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Hurkacz H.,Cecchinato M.,Hurkacz H.,1.4,2.75,6-4 6-4,465,380
Eastbourne International,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Millman J.,Verdasco F.,Verdasco F.,1.8,1.9,7-6 4-6 1-6,400,1100
Eastbourne International,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Querrey S.,Kukushkin M.,Querrey S.,1.66,2.1,6-3 7-6,805,275
Eastbourne International,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Opelka R.,Johnson S.,Johnson S.,2.25,1.57,6-7 3-6,460,500
Eastbourne International,24/06/2019,ATP250,Outdoor,Grass,1st Round,3,Fritz T.,Jubb P.,Fritz T.,1.3,3.4,6-2 6-3,455,495
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Clarke J.,Londero J.I.,Londero J.I.,2.67,1.48,7-6 1-6 3-6,480,510
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Evans D.,Albot R.,Evans D.,1.5,2.5,7-6 6-2,475,370
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Cuevas P.,Jarry N.,Jarry N.,2.62,1.44,1-6 6-7,560,485
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Norrie C.,Chardy J.,Norrie C.,3.0,1.36,6-3 7-6,470,405
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Ward J.,Fabbiano T.,Fabbiano T.,1.57,2.25,6-2 3-6 1-6,325,355
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Herbert P.H.,Kudla D.,Herbert P.H.,1.44,2.62,5-7 7-6 6-4,435,295
Eastbourne International,25/06/2019,ATP250,Outdoor,Grass,1st Round,3,Sandgren T.,Simon G.,Simon G.,2.37,1.53,5-7 1-6,420,1145
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Fritz T.,Pella G.,Fritz T.,1.36,3.0,6-4 3-6 6-4,460,450
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Johnson S.,Hurkacz H.,Hurkacz H.,1.53,2.37,3-6 6-7,495,470
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Verdasco F.,Londero J.I.,Verdasco F.,1.25,3.75,6-7 6-3 7-6,1105,505
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Lajovic D.,Querrey S.,Querrey S.,3.4,1.3,2-6 3-6,365,810
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Fabbiano T.,Djere L.,Fabbiano T.,1.61,2.2,7-6 7-6,360,490
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Herbert P.H.,Evans D.,Evans D.,2.25,1.57,3-6 5-7,430,480
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Simon G.,Jarry N.,Simon G.,1.72,2.0,6-2 6-4,1150,480
Eastbourne International,26/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Norrie C.,Edmund K.,Edmund K.,2.37,1.53,2-6 2-6,465,525
Eastbourne International,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Querrey S.,Verdasco F.,Querrey S.,1.44,2.75,7-6 6-2,815,1100
Eastbourne International,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Simon G.,Fabbiano T.,Fabbiano T.,1.25,4.0,4-6 3-6,1145,365
Eastbourne International,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Fritz T.,Hurkacz H.,Fritz T.,1.72,2.1,6-4 7-6,465,465
Eastbourne International,27/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Evans D.,Edmund K.,Edmund K.,2.1,1.72,6-1 3-6 4-6,475,530
Eastbourne International,28/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Querrey S.,Fabbiano T.,Querrey S.,1.22,4.33,6-3 6-7 6-3,820,360
Eastbourne International,28/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Edmund K.,Fritz T.,Fritz T.,1.5,2.62,6-7 3-6,525,470
Eastbourne International,29/06/2019,ATP250,Outdoor,Grass,The Final,3,Fritz T.,Querrey S.,Fritz T.,2.37,1.57,6-3 6-4,475,815
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Nishioka Y.,Tipsarevic J.,Tipsarevic J.,1.72,2.1,4-6 7-6 2-6 7-5 2-6,460,615
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,Herbert P.H.,Anderson K.,1.36,3.2,6-3 6-4 6-2,965,425
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Giron M.,Lopez F.,Lopez F.,4.0,1.25,4-6 2-6 4-6,490,690
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut R.,Gojowczyk P.,Bautista Agut R.,1.05,11.0,6-3 6-2 6-3,805,450
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Stebe C.M.,Opelka R.,Opelka R.,6.0,1.12,3-6 6-7 1-6,435,465
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Bemelmans R.,Wawrinka S.,1.14,5.5,6-3 6-2 6-2,1480,360
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Mayer L.,Mayer L.,2.0,1.8,1-6 6-7 2-6,455,445
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Khachanov K.,Kwon S.W.,Khachanov K.,1.25,4.0,7-6 6-4 4-6 7-5,595,490
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Zverev M.,Darcis S.,Darcis S.,2.2,1.66,2-6 4-6 4-6,225,415
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Jaziri M.,Kudla D.,1.14,5.5,6-4 6-1 6-3,300,310
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Jarry N.,Seppi A.,Seppi A.,1.8,2.0,3-6 7-6 1-6 2-6,475,330
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Auger-Aliassime F.,Pospisil V.,Auger-Aliassime F.,1.06,10.0,5-7 6-2 6-4 6-3,550,310
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Djokovic N.,Djokovic N.,15.0,1.03,3-6 5-7 3-6,970,3685
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Kovalik J.,Haase R.,1.22,4.33,6-1 6-3 6-1,265,450
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Tsitsipas S.,Fabbiano T.,Fabbiano T.,1.11,6.5,4-6 6-3 4-6 7-6 3-6,625,365
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Pella G.,Copil M.,Pella G.,2.0,1.8,7-6 5-7 6-3 6-4,455,350
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Cuevas P.,Cuevas P.,2.0,1.8,6-4 6-7 6-2 4-6 2-6,485,565
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Arnaboldi A.,Karlovic I.,1.25,4.0,6-4 6-4 7-6,700,475
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Carreno Busta P.,Popyrin A.,Popyrin A.,2.37,1.57,6-7 5-7 2-6,660,455
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Vesely J.,Zverev A.,Vesely J.,4.33,1.22,4-6 6-3 6-2 7-5,440,955
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Lajovic D.,Hurkacz H.,Hurkacz H.,3.5,1.3,3-6 6-4 4-6 4-6,360,470
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Majchrzak K.,Verdasco F.,2.0,1.8,6-4 6-4 6-4,1105,490
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Lorenzi P.,Medvedev D.,Medvedev D.,23.0,1.01,3-6 6-7 6-7,145,660
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Londero J.I.,Paire B.,1.3,3.5,4-6 6-4 6-4 7-6,440,500
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Klizan M.,Chardy J.,Chardy J.,3.75,1.28,6-3 0-6 3-6 4-6,485,410
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Raonic M.,Gunneswaran P.,Raonic M.,1.05,11.0,7-6 6-4 6-2,1365,465
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Dimitrov G.,Moutet C.,Moutet C.,1.2,4.5,6-2 6-3 6-7 3-6 1-6,940,465
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Edmund K.,Munar J.,Edmund K.,1.1,7.0,6-4 6-4 6-4,530,475
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sonego L.,Granollers M.,Granollers M.,1.66,2.2,6-7 4-6 4-6,495,270
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Goffin D.,Klahn B.,Goffin D.,1.04,13.0,6-4 6-4 6-4,830,380
Wimbledon,1/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Carballes Baena R.,Kecmanovic M.,Kecmanovic M.,2.75,1.44,6-2 3-6 3-6 1-6,465,500
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,De Minaur A.,Cecchinato M.,De Minaur A.,1.2,4.5,6-0 6-4 7-6,525,375
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Delbonis F.,Evans D.,Evans D.,8.0,1.08,3-6 6-7 3-6,395,480
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Monteiro T.,Nishikori K.,1.05,11.0,6-4 7-6 6-4,1500,420
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Basilashvili N.,Basilashvili N.,2.37,1.57,6-2 6-4 4-6 4-6 6-8,320,460
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Johnson S.,Ramos-Vinolas A.,Johnson S.,1.16,5.0,6-4 6-2 6-3,500,385
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Kyrgios N.,Kyrgios N.,3.2,1.36,6-7 6-3 6-7 6-0 1-6,415,805
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Schnur B.,Baghdatis M.,1.66,2.2,6-2 6-4 6-4,820,485
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Bedene A.,Berrettini M.,Berrettini M.,4.5,1.2,6-3 3-6 2-6 6-7,380,560
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Thiem D.,Querrey S.,2.3,1.61,6-7 7-6 6-3 6-0,820,1005
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Caruso S.,Simon G.,Simon G.,3.5,1.3,6-7 3-6 2-6,470,1150
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Norrie C.,Istomin D.,Norrie C.,1.5,2.62,6-2 6-4 6-4,470,305
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Garin C.,Rublev A.,Rublev A.,1.5,2.62,6-4 4-6 5-7 4-6,530,450
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Koepfer D.,Krajinovic F.,Koepfer D.,2.2,1.66,6-3 4-6 7-6 6-1,495,470
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Rubin N.,Clarke J.,Clarke J.,1.44,2.75,6-4 5-7 4-6 4-6,450,485
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Harris L.,Federer R.,1.01,23.0,3-6 6-1 6-2 6-2,4395,455
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Uchiyama Y.,Sandgren T.,Sandgren T.,2.2,1.66,6-3 2-6 4-6 3-6,485,425
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Tomic B.,Tsonga J.W.,1.2,4.5,6-2 6-1 6-4,1615,530
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Albot R.,Struff J.L.,Struff J.L.,3.75,1.28,4-6 3-6 2-6,365,375
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fritz T.,Berdych T.,Fritz T.,1.4,3.0,6-4 6-4 6-3,480,1835
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Ebden M.,Schwartzman D.,Schwartzman D.,2.75,1.44,4-6 6-3 3-6 2-6,235,550
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Shapovalov D.,Berankis R.,7.0,1.1,7-6 6-4 6-3,340,500
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sugita Y.,Nadal R.,Nadal R.,17.0,1.02,3-6 1-6 3-6,330,4060
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Millman J.,Dellien H.,Millman J.,1.07,9.0,6-2 6-3 6-4,405,490
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Tiafoe F.,Fognini F.,Fognini F.,2.1,1.72,7-5 4-6 3-6 6-4 4-6,415,675
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,Andujar P.,Kukushkin M.,1.2,4.5,6-3 6-2 6-4,280,205
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Barrere G.,Barrere G.,1.72,2.1,6-3 4-6 3-6 3-6,475,470
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Djere L.,Andreozzi G.,Djere L.,1.33,3.4,3-6 7-6 7-6 6-3,495,430
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Mannarino A.,Cilic M.,Cilic M.,3.5,1.3,6-7 6-7 3-6,320,1475
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fucsovics M.,Novak D.,Fucsovics M.,1.8,2.0,3-6 6-4 7-6 6-2,485,470
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Ruud C.,Isner J.,Isner J.,3.75,1.28,3-6 4-6 6-7,500,1295
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Jubb P.,Sousa J.,1.22,4.33,6-0 6-3 6-7 6-1,320,490
Wimbledon,2/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Pouille L.,Pouille L.,2.3,1.61,1-6 4-6 6-7,1605,580
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Cuevas P.,Vesely J.,1.28,3.75,4-6 7-6 6-4 6-4,445,560
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Wawrinka S.,Opelka R.,Opelka R.,1.16,5.0,5-7 6-3 6-4 4-6 6-8,1475,470
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Fabbiano T.,Karlovic I.,Fabbiano T.,1.9,1.9,6-3 6-7 6-3 6-7 6-4,370,695
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Popyrin A.,Medvedev D.,Medvedev D.,4.33,1.22,7-6 1-6 4-6 4-6,450,665
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Goffin D.,Chardy J.,Goffin D.,1.3,3.5,6-2 6-4 6-3,835,405
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer L.,Hurkacz H.,Hurkacz H.,2.75,1.44,7-6 1-6 6-7 3-6,440,475
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Raonic M.,Haase R.,Raonic M.,1.11,6.5,7-6 7-5 7-6,1370,260
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Edmund K.,Verdasco F.,Verdasco F.,1.57,2.37,6-4 6-4 6-7 3-6 4-6,525,1110
Wimbledon,3/07/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Khachanov K.,Lopez F.,Khachanov K.,1.72,2.1,4-6 6-4 7-5 6-4,600,685
